42,United Arab Emirates,0.232,46,6,29.7,22.5,77.4,64.5,41.9,91.6,0.972,2,0.815,0.838,78.7,76.5,13.9,12.9,10.6,8.7,27257,80420,VH
43,Hungary,0.252,49,17,18.0,10.1,95.6,97.9,46.4,62.5,0.988,1,0.830,0.840,78.8,71.6,16.0,15.2,12.0,12.1,17787,29567,VH
44,Latvia,0.191,41,18,13.6,18.0,99.3,98.8,54.4,67.7,1.025,2,0.840,0.820,79.0,69.3,16.6,15.5,12.0,11.6,18824,27031,VH
45,Argentina,0.362,77,52,63.8,37.1,63.5,61.4,48.4,74.5,0.982,1,0.813,0.828,80.2,72.6,18.4,16.1,9.7,10.0,12875,29367,VH
45,Croatia,0.141,31,8,9.5,15.2,92.0,96.0,46.4,58.7,0.997,1,0.827,0.830,80.8,74.2,16.0,14.6,11.2,11.6,16932,23897,VH
47,Bahrain,0.233,48,15,13.5,15.0,61.6,55.6,39.2,85.4,0.970,2,0.806,0.831,77.8,75.9,15.1,13.7,9.4,9.4,25717,44303,VH
48,Montenegro,0.156,33,7,12.2,17.3,86.9,96.2,42.0,56.1,0.955,2,0.789,0.827,78.6,74.2,15.7,15.0,10.7,12.0,11757,19149,VH
49,Russian Federation,0.271,52,25,23.4,14.5,94.6,94.7,56.6,71.7,1.016,1,0.809,0.796,75.9,64.6,15.3,14.7,12.0,12.1,17868,29531,VH
50,Romania,0.339,72,31,34.6,12.0,86.1,92.2,47.6,64.9,0.990,1,0.796,0.805,78.4,71.3,15.1,14.4,10.3,11.0,16272,22786,VH
51,Kuwait,0.335,70,4,9.8,1.5,56.8,58.1,48.4,84.5,0.972,2,0.769,0.791,75.9,73.6,13.6,12.4,7.4,6.9,35164,107991,VH
52,Belarus,0.144,32,4,18.2,29.2,87.0,92.2,54.5,68.2,1.021,1,0.803,0.786,77.3,65.7,16.1,15.1,11.9,12.1,12327,19433,H
52,Oman,0.281,54,17,8.1,8.2,59.8,57.1,30.0,85.6,0.927,3,0.755,0.814,79.4,75.3,13.9,13.6,7.7,8.5,15703,43894,H
54,Barbados,0.291,59,27,40.7,19.6,93.0,90.6,62.4,70.7,1.006,1,0.795,0.791,78.1,73.3,16.7,13.9,10.6,10.3,11801,18377,H
54,Uruguay,0.284,55,15,56.1,19.2,55.0,51.6,55.4,76.3,1.017,1,0.799,0.786,80.8,73.7,16.6,14.4,8.8,8.3,14608,24014,H
56,Bulgaria,0.223,45,11,37.7,20.4,93.1,95.5,48.6,60.1,0.984,1,0.789,0.801,77.8,70.9,15.3,14.8,10.8,11.2,12979,19736,H
56,Kazakhstan,0.202,42,12,27.9,20.1,99.7,100.0,66.1,77.0,1.006,1,0.795,0.790,74.3,64.8,15.4,14.6,11.7,11.7,16364,28226,H
58,Bahamas,0.362,77,80,29.6,16.7,87.4,87.6,69.4,79.1,-1,-1,-1,-1,78.5,72.5,-1,-1,11.5,10.5,18070,25209,H
59,Malaysia,0.291,59,40,13.6,13.2,75.4,79.1,49.3,77.6,-1,-1,-1,-1,77.3,72.6,-1,-1,10.0,10.8,17170,32208,H
60,Palau,-1,-1,-1,-1,10.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.6,13.7,-1,-1,-1,-1,H
60,Panama,0.457,100,94,74.5,18.3,70.1,66.1,50.5,80.5,0.997,1,0.783,0.785,80.9,74.8,13.2,12.4,10.3,9.5,14550,24365,H
62,Antigua and Barbuda,-1,-1,-1,44.8,25.7,-1,-1,-1,-1,-1,-1,-1,-1,78.6,73.7,14.6,13.3,-1,-1,-1,-1,H
63,Seychelles,-1,-1,-1,57.4,43.8,-1,-1,-1,-1,-1,-1,-1,-1,78.2,69.1,14.8,13.5,-1,-1,-1,-1,H
64,Mauritius,0.380,82,53,28.5,11.6,57.0,62.0,46.8,74.9,0.954,2,0.759,0.796,78.2,71.1,15.5,14.8,8.8,9.5,10540,25539,H
65,Trinidad and Tobago,0.324,67,63,31.5,31.5,70.6,68.4,52.6,73.6,1.004,1,0.786,0.783,74.2,67.1,14.3,12.3,10.8,11.0,21104,35179,H
66,Costa Rica,0.308,63,25,56.5,33.3,54.5,53.8,46.8,76.6,0.969,2,0.762,0.786,82.1,77.2,14.5,13.8,8.7,8.7,9955,18052,H
66,Serbia,0.185,40,17,19.0,34.0,82.3,91.6,43.4,60.1,0.969,2,0.763,0.787,77.9,72.2,14.8,13.9,10.3,11.4,9600,14932,H
68,Cuba,0.304,62,39,45.6,48.9,83.9,86.7,42.6,68.6,0.946,3,0.750,0.792,81.6,77.6,14.4,13.5,11.5,12.0,5013,9874,H
69,Iran (Islamic Republic of),0.509,118,25,26.7,3.1,66.8,70.2,16.2,72.7,0.862,5,0.700,0.812,76.7,74.5,14.6,15.0,8.5,9.1,5132,27499,H
70,Georgia,0.361,76,36,39.7,11.3,96.1,97.4,57.3,78.4,0.970,2,0.754,0.777,78.5,71.3,14.1,13.7,12.3,12.2,6105,11871,H
71,Turkey,0.328,69,16,27.6,14.9,43.5,64.8,30.4,71.4,0.908,4,0.724,0.797,78.7,72.3,14.0,15.0,7.0,8.8,10648,27035,H
71,Venezuela (Bolivarian Republic of),0.461,101,95,79.4,17.0,72.6,65.0,51.4,78.4,1.028,2,0.776,0.754,78.6,70.4,15.4,13.2,9.7,9.0,11579,18709,H
73,Sri Lanka,0.386,87,30,14.8,4.9,80.2,80.6,30.2,75.6,0.934,3,0.734,0.785,78.4,71.7,14.3,13.6,10.3,11.4,6067,15869,H
74,Saint Kitts and Nevis,-1,-1,-1,-1,13.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.8,13.5,-1,-1,-1,-1,H
75,Albania,0.267,51,29,21.7,20.7,90.2,90.5,40.3,60.7,0.959,2,0.747,0.778,80.6,75.6,14.4,14.0,9.5,9.8,7365,13186,H
76,Lebanon,0.381,83,15,12.4,3.1,53.0,55.4,23.5,70.3,0.893,5,0.709,0.793,81.5,77.9,13.0,13.6,8.3,8.7,5844,20712,H
77,Mexico,0.345,73,38,62.8,40.6,56.1,59.0,45.4,79.5,0.951,2,0.737,0.775,79.4,74.6,13.5,13.1,8.2,8.6,10710,22115,H
78,Azerbaijan,0.326,68,25,59.8,16.9,93.9,97.5,61.9,68.3,0.940,3,0.732,0.779,74.1,67.8,12.6,12.7,10.3,12.0,11029,21845,H
79,Brazil,0.414,92,44,67.0,10.8,59.1,55.2,56.3,78.5,1.005,1,0.754,0.751,78.5,71.0,15.7,14.7,8.1,7.5,10672,17736,H
79,Grenada,-1,-1,27,30.5,25.0,-1,-1,-1,-1,-1,-1,-1,-1,76.0,71.1,16.2,15.3,-1,-1,-1,-1,H
81,Bosnia and Herzegovina,0.158,34,11,8.6,19.3,69.5,87.5,34.4,58.0,0.923,4,0.721,0.781,79.2,74.1,14.8,14.0,7.8,10.6,6950,13261,H
82,The former Yugoslav Republic of Macedonia,0.160,36,8,17.6,33.3,40.2,55.6,43.9,68.1,0.947,3,0.725,0.765,77.9,73.2,13.0,12.8,8.9,9.8,9050,15790,H
83,Algeria,0.429,94,140,10.6,25.7,34.1,35.7,16.8,70.4,0.854,5,0.665,0.779,77.5,72.7,14.6,14.1,6.6,8.5,4022,22926,H
84,Armenia,0.293,61,25,23.0,10.7,98.5,98.1,54.9,73.6,0.993,1,0.736,0.741,78.7,71.1,13.8,11.4,11.3,11.3,5535,11258,H
84,Ukraine,0.284,55,24,24.1,12.1,94.3,96.0,52.2,67.4,1.000,1,0.741,0.741,76.0,66.2,15.5,15.1,11.3,11.3,5791,9181,H
86,Jordan,0.478,111,58,23.2,11.6,78.5,82.7,14.2,64.4,0.864,5,0.670,0.776,75.9,72.6,13.4,12.9,9.7,10.7,3203,16694,H
87,Peru,0.385,86,68,49.1,22.3,56.2,67.0,65.7,82.6,0.959,2,0.723,0.754,77.5,72.2,13.5,13.2,8.4,9.5,8939,13655,H
87,Thailand,0.366,79,20,44.6,6.1,40.9,45.8,62.9,80.2,1.001,1,0.740,0.739,78.0,71.3,14.1,13.1,7.7,8.2,12938,16145,H
89,Ecuador,0.391,88,64,75.9,41.6,48.2,49.4,49.0,79.7,0.976,1,0.730,0.748,78.9,73.4,14.4,13.9,8.2,8.4,8278,12795,H
90,China,0.164,37,27,7.3,23.6,69.8,79.4,63.6,77.9,0.954,2,0.718,0.753,77.5,74.5,13.7,13.4,7.2,7.9,10705,15830,H
91,Fiji,0.358,75,30,44.8,16.0,73.9,66.5,37.0,71.3,-1,-1,-1,-1,73.4,67.3,-1,-1,10.9,10.2,4695,11676,H
92,Mongolia,0.278,53,44,15.7,14.5,89.7,85.8,56.5,68.8,1.026,2,0.744,0.725,74.2,65.6,15.5,14.2,10.0,9.5,8809,12122,H
92,Saint Lucia,0.354,74,48,53.9,20.7,48.2,42.0,63.1,76.5,0.986,1,0.729,0.740,78.0,72.5,13.4,12.9,9.4,9.3,8033,11617,H
94,Jamaica,0.422,93,89,59.7,16.7,67.1,59.4,57.7,72.2,0.975,2,0.719,0.738,78.2,73.5,13.1,12.6,9.7,9.6,6628,10086,H
95,Colombia,0.393,89,64,50.2,20.9,50.3,59.6,57.9,79.8,1.004,1,0.731,0.728,77.8,70.7,14.5,13.3,7.6,7.5,10215,15389,H
96,Dominica,-1,-1,-1,-1,21.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,H
97,Suriname,0.448,99,155,46.1,25.5,57.7,56.8,40.5,68.6,0.972,2,0.709,0.730,74.6,68.2,13.0,12.0,8.2,8.5,10501,21512,H
97,Tunisia,0.289,58,62,6.8,31.3,37.5,49.9,25.1,71.3,0.904,4,0.680,0.752,77.4,72.7,15.1,14.2,6.7,7.8,4662,15967,H
99,Dominican Republic,0.470,107,92,97.9,19.1,57.2,55.5,52.3,78.7,0.990,1,0.717,0.724,76.9,70.6,13.7,12.7,7.9,7.5,9281,16256,H
99,Saint Vincent and the Grenadines,-1,-1,45,51.0,13.0,-1,-1,56.3,77.2,-1,-1,-1,-1,75.2,71.0,13.5,13.1,-1,-1,7600,13095,H
101,Tonga,0.659,152,124,15.2,0.0,91.2,91.1,52.8,74.0,0.969,2,0.707,0.730,76.0,70.1,14.6,14.0,11.0,11.1,3959,6602,H
102,Libya,0.167,38,9,6.2,16.0,65.7,44.2,27.8,78.7,0.950,2,0.691,0.727,74.8,69.0,13.6,13.2,7.7,7.0,7163,21364,H
103,Belize,0.375,81,28,65.9,13.3,77.9,77.4,56.3,83.6,0.967,2,0.693,0.716,73.1,67.4,13.0,12.5,10.5,10.5,5360,9402,H
104,Samoa,0.439,97,51,25.0,6.1,77.8,70.4,23.1,58.0,-1,-1,-1,-1,77.0,70.7,13.3,12.5,-1,-1,3444,7182,H
105,Maldives,0.312,64,68,6.7,5.9,34.3,30.9,57.3,78.8,0.937,3,0.676,0.721,78.0,76.0,12.8,12.7,6.2,6.3,7155,13591,H
105,Uzbekistan,0.287,57,36,17.7,16.4,99.9,99.9,48.3,76.2,0.946,3,0.672,0.711,71.9,65.1,11.8,12.2,11.8,12.3,3891,7668,H
107,Moldova (Republic of),0.232,46,23,22.6,21.8,95.2,97.3,38.8,45.6,1.010,1,0.702,0.695,75.9,67.6,12.1,11.6,12.0,11.8,4461,5637,M
108,Botswana,0.435,95,129,32.3,9.5,85.1,86.7,73.4,81.3,0.984,1,0.693,0.704,66.9,62.2,12.8,12.5,9.2,9.5,13278,16050,M
109,Gabon,0.542,127,291,99.9,16.0,62.3,45.9,39.9,57.5,0.923,4,0.669,0.725,65.7,64.1,12.5,12.7,7.3,9.0,15838,22177,M
110,Paraguay,0.464,104,132,57.4,16.8,46.2,47.0,58.1,84.6,0.966,2,0.679,0.703,75.2,70.9,12.6,12.0,8.1,8.2,6138,10165,M
111,Egypt,0.565,135,33,51.9,2.2,54.5,68.2,22.8,76.1,0.884,5,0.640,0.724,73.6,69.2,13.0,13.2,6.4,7.9,4750,15267,M
111,Turkmenistan,-1,-1,42,16.4,25.8,-1,-1,47.3,77.5,-1,-1,-1,-1,70.0,61.6,10.6,11.0,-1,-1,9359,18856,M
113,Indonesia,0.467,105,126,49.6,17.1,42.9,51.7,50.9,83.9,0.926,3,0.660,0.712,71.2,67.0,12.9,12.9,7.4,8.5,6668,13391,M
114,"Palestine, State of",-1,-1,45,58.6,-1,56.3,61.2,17.8,69.1,0.867,5,0.616,0.710,75.1,71.1,13.7,12.1,8.6,9.3,1766,8651,M
115,Viet Nam,0.337,71,54,38.6,24.3,64.0,76.7,73.8,83.2,1.010,1,0.687,0.681,80.6,71.2,12.9,12.5,7.9,8.2,4834,5846,M
116,Philippines,0.436,96,114,61.7,27.1,72.8,70.3,50.5,78.8,1.001,1,0.682,0.681,71.9,65.0,12.1,11.4,9.5,9.2,6845,9917,M
117,El Salvador,0.384,85,54,65.2,32.1,39.4,44.8,49.1,79.2,0.958,2,0.663,0.691,77.7,68.6,13.0,13.3,6.2,6.9,5386,10385,M
118,Bolivia (Plurinational State of),0.446,98,206,70.8,51.8,49.6,58.7,63.9,82.5,0.934,3,0.650,0.695,71.3,66.3,13.5,14.1,7.6,8.8,4695,7610,M
119,South Africa,0.394,90,138,45.5,41.2,73.7,76.2,46.2,60.2,0.962,2,0.651,0.677,59.5,55.5,13.6,12.5,10.2,10.5,8795,15489,M
120,Kyrgyzstan,0.394,90,76,39.6,19.2,100.0,99.9,49.4,77.1,0.967,2,0.648,0.671,74.8,66.8,13.3,12.7,10.9,10.7,2123,4090,M
121,Iraq,0.525,123,50,84.0,26.5,35.8,55.5,15.1,69.7,0.804,5,0.569,0.708,71.8,67.4,9.7,11.5,5.4,7.8,3552,19467,M
122,Cabo Verde,-1,-1,42,73.4,20.8,-1,-1,53.2,84.2,-1,-1,-1,-1,75.2,71.6,13.9,13.1,-1,-1,4030,8123,M
123,Morocco,0.494,113,121,31.7,15.7,25.7,33.2,25.3,74.3,0.826,5,0.579,0.700,75.3,73.3,11.5,12.6,3.8,6.4,3388,11091,M
124,Nicaragua,0.462,103,150,88.8,41.3,45.7,44.1,49.1,80.3,0.961,2,0.629,0.654,78.2,72.2,11.9,11.4,6.8,6.4,3150,6389,M
125,Guatemala,0.494,113,88,80.7,13.9,37.4,36.2,41.3,83.6,0.959,2,0.624,0.651,75.6,68.5,10.5,11.0,6.3,6.3,5132,9081,M
125,Namibia,0.474,108,265,76.8,37.7,38.1,39.0,55.7,63.3,0.986,1,0.635,0.644,67.5,62.5,11.8,11.5,6.9,6.5,7971,11667,M
127,Guyana,0.508,117,229,88.0,30.4,68.1,53.2,41.8,77.2,0.943,3,0.615,0.652,68.9,64.2,10.5,10.2,8.5,8.4,4346,9397,M
127,Micronesia (Federated States of),-1,-1,100,15.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,70.3,68.2,-1,-1,-1,-1,-1,-1,M
129,Tajikistan,0.322,65,32,38.1,14.7,98.1,88.2,59.4,77.5,0.930,3,0.604,0.650,73.4,66.3,10.6,11.9,9.6,11.2,2100,3088,M
130,Honduras,0.461,101,129,65.0,25.8,33.4,31.1,47.2,84.4,0.942,3,0.600,0.637,75.9,70.9,11.6,10.9,6.2,6.1,2680,6254,M
131,India,0.530,125,174,24.5,12.2,35.3,61.4,26.8,79.1,0.819,5,0.549,0.671,69.9,66.9,11.9,11.3,4.8,8.2,2184,8897,M
132,Bhutan,0.477,110,148,21.4,8.3,5.8,13.4,58.7,72.8,0.900,5,0.573,0.637,70.1,69.6,12.6,12.4,2.1,4.2,5657,8308,M
133,Timor-Leste,-1,-1,215,46.6,38.5,-1,-1,26.8,55.5,0.858,5,0.558,0.651,70.4,66.8,12.1,13.7,3.6,5.3,3124,7549,M
134,Vanuatu,-1,-1,78,43.1,0.0,-1,-1,61.6,80.5,-1,-1,-1,-1,74.3,70.2,10.4,11.1,-1,-1,2139,3453,M
135,Congo,0.592,141,442,117.7,11.5,45.0,50.0,67.1,72.6,0.932,3,0.568,0.610,64.4,61.4,11.0,11.3,5.5,6.7,4731,6274,M
135,Equatorial Guinea,-1,-1,342,108.7,19.7,-1,-1,71.3,92.0,-1,-1,-1,-1,59.4,56.6,-1,-1,4.0,7.3,17462,25375,M
137,Kiribati,-1,-1,90,17.2,8.7,-1,-1,-1,-1,-1,-1,-1,-1,69.5,63.0,12.3,11.5,-1,-1,-1,-1,M
138,Lao People's Democratic Republic,0.468,106,197,64.1,25.0,30.4,42.8,77.7,77.0,0.924,4,0.560,0.607,68.0,65.2,10.4,11.2,4.5,5.6,4408,5696,M
139,Bangladesh,0.520,119,176,83.0,20.0,42.0,44.3,43.1,81.0,0.927,3,0.556,0.599,73.3,70.7,10.4,9.9,5.0,5.6,2379,4285,M
139,Ghana,0.547,131,319,66.8,10.9,51.8,68.5,75.5,78.5,0.899,5,0.545,0.606,62.5,60.5,11.1,11.7,5.8,7.9,3200,4484,M
139,Zambia,0.526,124,224,90.4,12.7,52.3,48.9,69.8,80.9,0.924,4,0.555,0.601,62.9,58.8,12.1,13.0,6.4,7.4,2803,4126,M
142,Sao Tome and Principe,0.524,122,156,84.3,18.2,30.8,44.8,45.3,76.2,0.907,4,0.542,0.597,68.6,64.5,12.2,11.7,4.7,5.9,2000,4149,M
143,Cambodia,0.479,112,161,51.6,19.0,13.2,26.1,75.5,86.7,0.892,5,0.529,0.592,70.8,66.7,10.1,11.7,3.7,5.5,2650,3563,M
144,Nepal,0.497,115,258,71.9,29.5,24.1,41.2,79.7,86.8,0.925,4,0.538,0.582,71.5,68.6,12.7,12.2,3.2,5.0,1979,2718,M
145,Myanmar,0.374,80,178,16.5,13.0,27.1,20.0,75.1,81.1,-1,-1,-1,-1,68.2,64.0,-1,-1,4.9,4.9,4182,5740,M
146,Kenya,0.565,135,510,90.9,20.8,27.8,34.1,62.1,72.1,0.919,4,0.531,0.577,64.1,60.3,10.8,11.4,5.7,7.0,2357,3405,M
147,Pakistan,0.546,130,178,38.7,20.0,26.5,46.1,24.3,82.2,0.742,5,0.452,0.610,67.4,65.4,7.4,8.8,3.7,6.5,1498,8376,M
148,Swaziland,0.566,137,389,70.4,14.7,27.3,30.5,40.0,64.2,0.853,5,0.495,0.580,48.1,49.6,11.0,11.8,6.4,7.2,5078,10020,L
149,Syrian Arab Republic,0.554,133,68,39.4,12.4,34.8,43.4,12.2,70.8,0.851,5,0.475,0.558,76.6,63.9,8.9,9.0,4.6,5.6,835,4007,L
150,Angola,-1,-1,477,164.3,36.8,-1,-1,59.9,77.1,-1,-1,-1,-1,54.2,51.2,8.7,14.0,-1,-1,5073,7527,L
151,Tanzania (United Republic of),0.544,129,398,118.6,36.0,10.1,15.3,74.0,83.3,0.937,3,0.512,0.546,66.9,64.1,8.3,9.3,5.4,6.2,2359,2576,L
152,Nigeria,-1,-1,814,110.6,5.8,-1,-1,48.4,64.0,0.847,5,0.482,0.569,53.4,52.7,9.2,10.8,4.9,7.1,4132,6706,L
153,Cameroon,0.568,138,596,104.6,27.1,31.7,37.9,71.0,81.1,0.853,5,0.474,0.555,57.1,54.8,9.6,11.3,4.6,7.4,2340,3448,L
154,Papua New Guinea,0.595,143,215,54.8,2.7,8.8,14.7,69.6,71.0,-1,-1,-1,-1,65.0,60.7,-1,-1,3.7,5.3,2362,3047,L
154,Zimbabwe,0.540,126,443,109.7,35.1,51.9,64.7,77.8,87.3,0.927,3,0.496,0.535,60.7,57.7,10.2,10.5,7.3,8.2,1360,1822,L
156,Solomon Islands,-1,-1,114,48.4,2.0,-1,-1,61.1,73.5,-1,-1,-1,-1,69.6,66.7,9.1,10.1,-1,-1,1061,2045,L
157,Mauritania,0.626,147,602,78.6,22.2,11.1,23.5,29.1,65.3,0.818,5,0.454,0.555,64.7,61.7,8.4,8.5,3.3,5.4,1608,5422,L
158,Madagascar,-1,-1,353,116.2,20.5,-1,-1,83.8,89.1,0.948,3,0.500,0.527,67.0,64.0,10.2,10.5,6.7,6.1,1091,1549,L
159,Rwanda,0.383,84,290,26.3,57.5,10.5,16.4,86.4,83.2,0.992,1,0.491,0.495,67.4,61.8,11.4,9.3,3.3,4.4,1428,1822,L
160,Comoros,-1,-1,335,68.3,3.0,-1,-1,35.3,79.4,0.817,5,0.437,0.535,65.3,61.9,10.9,11.3,3.7,5.6,715,1945,L
160,Lesotho,0.549,132,487,92.7,24.8,23.6,22.5,59.2,73.9,0.962,2,0.485,0.505,50.0,49.9,11.2,10.3,7.0,5.3,2631,4020,L
162,Senegal,0.521,120,315,78.6,42.7,10.2,19.2,45.0,70.2,0.886,5,0.464,0.523,68.8,64.9,9.2,9.7,2.1,3.6,1706,2814,L
163,Haiti,0.593,142,359,39.3,3.5,25.7,38.7,61.5,71.4,-1,-1,-1,-1,65.3,61.0,-1,-1,3.9,6.6,1370,1950,L
