46,Kuwait,7.9,6.8,15.2,14.2,43134,114532,VH
47,Croatia,10.5,11.6,15.2,13.9,15777,22509,VH
48,Latvia,11.5,11.5,16.3,14.8,18624,26415,VH
49,Argentina,10.0,9.6,17.5,15.4,11975,22849,VH
50,Uruguay,8.7,8.2,16.6,14.4,13789,22730,H
51,Bahamas,11.1,11.1,-1,-1,17934,25047,H
51,Montenegro,9.9,11.2,15.5,14.8,-1,-1,H
53,Belarus,11.4,11.7,16.3,15.2,12655,20730,H
54,Romania,10.4,11.0,14.5,13.7,12005,23148,H
55,Libya,7.5,7.5,16.4,15.9,10649,32678,H
56,Oman,-1,-1,13.9,13.4,17346,56424,H
57,Russian Federation,11.7,11.8,14.5,13.5,18228,27741,H
58,Bulgaria,10.6,10.5,14.5,14.1,12539,18430,H
59,Barbados,9.5,9.2,17.2,13.8,11165,16054,H
60,Palau,12.2,12.6,14.6,12.9,-1,-1,H
61,Antigua and Barbuda,-1,-1,13.7,13.8,-1,-1,H
62,Malaysia,9.2,9.9,12.7,12.7,13187,30984,H
63,Mauritius,8.0,9.1,15.9,15.2,10980,22726,H
64,Trinidad and Tobago,10.9,10.6,12.5,12.1,19079,31713,H
65,Lebanon,7.6,8.2,13.0,13.3,7199,25038,H
65,Panama,9.6,9.2,12.9,11.9,10798,21850,H
67,Venezuela (Bolivarian Republic of),8.7,8.4,15.3,13.1,11924,22180,H
68,Costa Rica,8.4,8.3,13.9,13.2,9719,16204,H
69,Turkey,6.4,8.7,13.8,15.0,8813,28318,H
70,Kazakhstan,10.2,10.5,15.4,14.7,14369,24902,H
71,Mexico,8.1,8.8,12.9,12.6,10060,22020,H
71,Seychelles,9.4,9.4,12.1,11.1,-1,-1,H
73,Saint Kitts and Nevis,-1,-1,13.4,12.4,-1,-1,H
73,Sri Lanka,10.7,9.4,13.9,13.4,5078,13616,H
75,Iran (Islamic Republic of),7.1,8.6,15.0,15.3,4159,22631,H
76,Azerbaijan,10.5,11.2,11.6,11.9,10968,20541,H
77,Jordan,9.4,10.4,13.5,13.1,2875,19459,H
77,Serbia,9.2,9.9,14.1,13.2,-1,-1,H
79,Brazil,7.3,7.2,-1,-1,10851,17813,H
79,Georgia,11.9,12.4,12.8,12.8,4231,9871,H
79,Grenada,-1,-1,16.3,15.3,-1,-1,H
82,Peru,8.5,9.6,13.2,13.1,8942,13607,H
83,Ukraine,11.2,11.4,15.3,14.9,6450,10279,H
84,Belize,9.2,9.3,14.1,13.3,6163,12571,H
84,The former Yugoslav Republic of Macedonia,7.9,8.5,13.4,13.2,7913,15563,H
86,Bosnia and Herzegovina,7.2,9.5,-1,-1,6381,12628,H
87,Armenia,10.8,10.8,13.6,11.2,5486,10282,H
88,Fiji,9.8,10.0,14.1,13.7,4100,10214,H
89,Thailand,7.0,7.7,13.4,12.7,11728,15069,H
90,Tunisia,5.5,7.5,15.0,14.0,4751,16226,H
91,China,6.9,8.2,13.0,12.8,9288,13512,H
91,Saint Vincent and the Grenadines,-1,-1,13.4,13.1,7541,13085,H
93,Algeria,5.9,7.8,14.2,13.8,3695,21219,H
93,Dominica,-1,-1,-1,-1,-1,-1,H
95,Albania,9.1,9.5,10.3,10.3,6704,11734,H
96,Jamaica,9.8,9.2,12.4,11.5,6406,9990,H
97,Saint Lucia,-1,-1,12.5,11.8,7597,10966,H
98,Colombia,7.0,7.1,13.5,12.9,7698,15485,H
98,Ecuador,7.4,7.8,-1,-1,7045,12951,H
100,Suriname,7.3,8.0,12.9,11.2,9874,20329,H
100,Tonga,9.2,9.5,14.0,13.4,3983,6642,H
102,Dominican Republic,7.7,7.2,-1,-1,7514,14172,H
103,Maldives,5.4,6.2,12.8,12.5,7504,12608,M
103,Mongolia,8.5,8.2,15.6,14.4,7299,9654,M
103,Turkmenistan,-1,-1,-1,-1,7714,15479,M
106,Samoa,10.3,10.3,13.3,12.5,2868,6436,M
107,"Palestine, State of",8.4,9.3,14.0,12.5,1651,8580,M
108,Indonesia,6.9,8.1,12.8,12.7,5873,12030,M
109,Botswana,8.7,9.0,11.7,11.6,11491,18054,M
110,Egypt,5.3,7.5,12.7,13.3,4225,16522,M
111,Paraguay,7.5,7.9,12.2,11.7,5984,9150,M
112,Gabon,8.4,6.4,-1,-1,14003,19919,M
113,Bolivia (Plurinational State of),8.4,10.0,12.9,13.4,4406,6701,M
114,Moldova (Republic of),9.6,10.0,12.1,11.6,4196,5979,M
115,El Salvador,6.1,6.9,12.0,12.3,5383,9302,M
116,Uzbekistan,9.5,9.9,11.3,11.7,3579,6893,M
117,Philippines,8.8,8.5,11.5,11.1,4987,7771,M
118,South Africa,9.8,10.1,-1,-1,8539,15233,M
118,Syrian Arab Republic,6.1,7.1,12.0,12.1,1922,9478,M
120,Iraq,4.4,6.7,8.7,11.4,4246,23555,M
121,Guyana,9.0,8.1,11.7,9.9,3993,8613,M
121,Viet Nam,5.2,5.7,-1,-1,4147,5655,M
123,Cape Verde,-1,-1,13.6,12.9,4266,8480,M
124,Micronesia (Federated States of),5.6,9.2,-1,-1,-1,-1,M
125,Guatemala,5.0,6.4,10.3,11.1,4456,9397,M
125,Kyrgyzstan,9.3,9.3,12.7,12.3,2228,3837,M
127,Namibia,6.3,6.1,11.4,11.3,7288,11196,M
128,Timor-Leste,3.6,5.3,11.3,12.0,5634,13582,M
129,Honduras,5.3,5.7,12.1,11.2,2474,5800,M
129,Morocco,3.2,5.6,10.6,11.6,3215,10692,M
131,Vanuatu,8.0,10.0,10.2,10.9,2022,3264,M
132,Nicaragua,4.8,6.7,10.8,10.3,2821,5743,M
133,Kiribati,-1,-1,12.7,11.9,-1,-1,M
133,Tajikistan,10.0,9.7,10.4,12.0,1939,2906,M
135,India,3.2,5.6,11.3,11.8,2277,7833,M
136,Bhutan,-1,-1,12.5,12.3,5419,7942,M
136,Cambodia,3.2,5.0,10.3,11.5,2410,3220,M
138,Ghana,5.9,8.1,10.9,12.1,2937,4138,M
139,Lao People's Democratic Republic,3.8,5.4,9.5,10.8,3806,4902,M
140,Congo,5.5,6.7,10.9,11.3,4222,5597,M
141,Zambia,5.8,7.2,13.0,13.9,2344,3455,M
142,Bangladesh,4.6,5.6,10.3,9.7,1928,3480,M
142,Sao Tome and Principe,4.0,5.5,11.4,11.2,2001,4248,M
144,Equatorial Guinea,-1,-1,6.9,10.0,17769,25977,M
145,Nepal,2.4,4.2,12.5,12.2,1857,2554,L
146,Pakistan,3.3,6.1,6.9,8.4,1707,7439,L
147,Kenya,5.4,7.1,10.7,11.3,1763,2554,L
148,Swaziland,7.4,6.8,10.9,11.8,3738,7384,L
149,Angola,-1,-1,8.7,14.0,5080,7587,L
150,Myanmar,4.1,3.8,-1,-1,3362,4673,L
151,Rwanda,3.1,3.6,10.3,10.2,1263,1550,L
152,Cameroon,5.1,6.7,9.5,11.2,2062,3052,L
152,Nigeria,4.2,6.3,8.2,9.8,4068,6594,L
154,Yemen,1.2,3.8,7.7,10.6,1775,6080,L
155,Madagascar,4.8,5.6,10.2,10.5,1102,1566,L
156,Zimbabwe,6.7,7.8,9.1,9.5,1124,1496,L
157,Papua New Guinea,3.2,8.4,-1,-1,2140,2754,L
157,Solomon Islands,-1,-1,8.8,9.7,940,1816,L
159,Comoros,-1,-1,12.3,13.2,798,2201,L
159,Tanzania (United Republic of),4.5,5.8,9.0,9.3,1501,1903,L
161,Mauritania,2.6,4.9,8.1,8.3,1362,4592,L
162,Lesotho,6.8,4.6,11.6,10.6,2217,3395,L
163,Senegal,3.4,5.6,7.8,8.1,1642,2717,L
164,Uganda,4.3,6.4,10.6,10.9,1167,1502,L
165,Benin,2.0,4.4,9.4,12.7,1455,1999,L
166,Sudan,2.5,3.8,-1,-1,1692,5153,L
166,Togo,3.3,6.7,8.5,11.9,998,1263,L
168,Haiti,3.2,6.7,-1,-1,1349,1930,L
169,Afghanistan,1.2,5.1,7.2,11.3,503,3265,L
170,Djibouti,-1,-1,5.9,6.9,1907,4300,L
171,C_te d'Ivoire,3.1,5.4,-1,-1,1866,3648,L
172,Gambia,2.0,3.6,-1,-1,1309,1811,L
173,Ethiopia,1.4,3.6,8.0,9.0,1090,1515,L
174,Malawi,3.4,5.1,10.8,10.7,652,777,L
175,Liberia,2.3,5.6,8.9,12.4,634,868,L
176,Mali,1.4,2.6,7.6,9.6,914,2076,L
177,Guinea-Bissau,1.4,3.4,-1,-1,907,1275,L
178,Mozambique,0.8,1.7,8.9,10.1,939,1086,L
179,Guinea,0.8,2.6,7.4,10.1,913,1370,L
180,Burundi,2.2,3.3,9.6,10.7,685,815,L
181,Burkina Faso,1.9,1.1,7.0,8.0,1335,1871,L
182,Eritrea,-1,-1,3.7,4.6,986,1309,L
183,Sierra Leone,2.0,3.8,6.1,8.4,1617,2016,L
184,Chad,0.6,2.3,5.9,8.9,1289,1953,L
185,Central African Republic,2.3,4.9,5.9,8.6,482,698,L
186,Congo (Democratic Republic of the),2.1,4.1,8.4,10.9,390,499,L
187,Niger,0.8,2.1,4.8,6.1,471,1268,L
