"Country or Area","Year","Value","Value Footnotes"
"Cuba","1991","2.77543266711472",""
"Cuba","1990","3.15959629995394",""
"Cyprus","2011","6.73616608136224",""
"Cyprus","2010","6.98390754608425",""
"Cyprus","2009","7.4378815151579",""
"Cyprus","2008","7.92918969555905",""
"Cyprus","2007","7.70242640591857",""
"Cyprus","2006","7.4297471940659",""
"Cyprus","2005","7.26591489716111",""
"Cyprus","2004","7.219783032427",""
"Cyprus","2003","7.76279427175692",""
"Cyprus","2002","7.16651681792715",""
"Cyprus","2001","7.12056608502924",""
"Cyprus","2000","7.26179413052443",""
"Cyprus","1999","6.99728252354696",""
"Cyprus","1998","7.03887604070305",""
"Cyprus","1997","6.60751875141036",""
"Cyprus","1996","6.6012601260126",""
"Cyprus","1995","6.49042482426124",""
"Cyprus","1994","6.7324509117666",""
"Cyprus","1993","6.69972912041074",""
"Cyprus","1992","6.59057902230659",""
"Cyprus","1991","6.05440037388047",""
"Cyprus","1990","6.07012291762054",""
"Czech Republic","2011","10.3180885148172",""
"Czech Republic","2010","10.5336291031933",""
"Czech Republic","2009","10.2633984059786",""
"Czech Republic","2008","11.2107295005415",""
"Czech Republic","2007","11.9291749429423",""
"Czech Republic","2006","11.8893971390103",""
"Czech Republic","2005","11.7400683805763",""
"Czech Republic","2004","11.3952272277976",""
"Czech Republic","2003","11.9269142243033",""
"Czech Republic","2002","11.7045931739258",""
"Czech Republic","2001","12.0753896203221",""
"Czech Republic","2000","12.0662868895432",""
"Czech Republic","1999","10.8994932471907",""
"Czech Republic","1998","11.9005582756373",""
"Czech Republic","1997","12.3702945953673",""
"Czech Republic","1996","12.1487434476753",""
"Czech Republic","1995","11.9594325414976",""
"Czech Republic","1994","12.1862375399898",""
"Czech Republic","1993","12.8634568721328",""
"Czech Republic","1992","13.4156602651503",""
"Democratic Republic of the Congo","2011","0.0535726106399611",""
"Democratic Republic of the Congo","2010","0.0523005029605413",""
"Democratic Republic of the Congo","2009","0.0481365062051431",""
"Democratic Republic of the Congo","2008","0.0508725083195002",""
"Democratic Republic of the Congo","2007","0.0495021135749211",""
"Democratic Republic of the Congo","2006","0.0474941572206557",""
"Democratic Republic of the Congo","2005","0.0460173588129845",""
"Democratic Republic of the Congo","2004","0.0407310203633478",""
"Democratic Republic of the Congo","2003","0.0365460291068155",""
"Democratic Republic of the Congo","2002","0.0359909412855717",""
"Democratic Republic of the Congo","2001","0.0345634240173961",""
"Democratic Republic of the Congo","2000","0.0350694251860584",""
"Democratic Republic of the Congo","1999","0.0489848569703916",""
"Democratic Republic of the Congo","1998","0.0563577394877033",""
"Democratic Republic of the Congo","1997","0.0663877590648317",""
"Democratic Republic of the Congo","1996","0.075342440498893",""
"Democratic Republic of the Congo","1995","0.0706123488319817",""
"Democratic Republic of the Congo","1994","0.0608887601574934",""
"Democratic Republic of the Congo","1993","0.0868707354103418",""
"Democratic Republic of the Congo","1992","0.0959244939574917",""
"Democratic Republic of the Congo","1991","0.103577784198698",""
"Democratic Republic of the Congo","1990","0.116594130417328",""
"Denmark","2011","7.2422637817908",""
"Denmark","2010","8.38970347285937",""
"Denmark","2009","8.0576162921512",""
"Denmark","2008","8.5434946281948",""
"Denmark","2007","9.19172678956264",""
"Denmark","2006","10.1061281330392",""
"Denmark","2005","8.69286792235513",""
"Denmark","2004","9.37304609860633",""
"Denmark","2003","10.403174116031",""
"Denmark","2002","9.69444145402286",""
"Denmark","2001","9.8826517120338",""
"Denmark","2000","9.61557601948042",""
"Denmark","1999","10.3673176160514",""
"Denmark","1998","11.2390406667321",""
"Denmark","1997","11.6660275025049",""
"Denmark","1996","13.7373366197325",""
"Denmark","1995","10.9261922698966",""
"Denmark","1994","11.7053900536927",""
"Denmark","1993","10.9940109400957",""
"Denmark","1992","10.5046885659787",""
"Denmark","1991","11.6932865297754",""
"Denmark","1990","9.77185247956747",""
"Djibouti","2011","0.558725842914276",""
"Djibouti","2010","0.619933671927831",""
"Djibouti","2009","0.562187220528919",""
"Djibouti","2008","0.615617824959881",""
"Djibouti","2007","0.578499793411712",""
"Djibouti","2006","0.53081224668082",""
"Djibouti","2005","0.54302491034465",""
"Djibouti","2004","0.536323938070663",""
"Djibouti","2003","0.5681996066668",""
"Djibouti","2002","0.546773790557659",""
"Djibouti","2001","0.444798645827087",""
"Djibouti","2000","0.50219882222256",""
"Djibouti","1999","0.592571931224812",""
"Djibouti","1998","0.560589608556382",""
"Djibouti","1997","0.533073992181969",""
"Djibouti","1996","0.602222843624194",""
"Djibouti","1995","0.601963255968759",""
"Djibouti","1994","0.617914101407337",""
"Djibouti","1993","0.63411279015423",""
"Djibouti","1992","0.623428396197485",""
"Djibouti","1991","0.622551172156209",""
"Djibouti","1990","0.640253659793465",""
"Dominica","2011","",""
"Dominica","2010","",""
"Dominica","2009","",""
"Dominica","2008","",""
"Dominica","2007","",""
"Dominica","2006","",""
"Dominica","2005","",""
"Dominica","2004","",""
"Dominica","2003","",""
"Dominica","2002","",""
"Dominica","2001","",""
"Dominica","2000","",""
"Dominica","1999","",""
"Dominica","1998","",""
"Dominica","1997","",""
"Dominica","1996","",""
"Dominica","1995","",""
"Dominica","1994","",""
"Dominica","1993","",""
"Dominica","1992","",""
"Dominica","1991","",""
"Dominica","1990","",""
"Dominican Republic","2011","2.15699547814173",""
"Dominican Republic","2010","2.13281171616037",""
"Dominican Republic","2009","2.07867767608416",""
"Dominican Republic","2008","2.19639504645805",""
"Dominican Republic","2007","2.21545187397003",""
"Dominican Republic","2006","2.07928744294523",""
"Dominican Republic","2005","1.99493083966992",""
"Dominican Republic","2004","1.98854756761119",""
"Dominican Republic","2003","2.37168281389761",""
"Dominican Republic","2002","2.38727654402037",""
"Dominican Republic","2001","2.25205101588786",""
"Dominican Republic","2000","2.28440924203037",""
"Dominican Republic","1999","2.17666663031532",""
"Dominican Republic","1998","2.19210777102601",""
"Dominican Republic","1997","2.18025939817569",""
"Dominican Republic","1996","2.1341905039927",""
"Dominican Republic","1995","1.99116466527935",""
"Dominican Republic","1994","1.59236180011664",""
"Dominican Republic","1993","1.53010355095005",""
"Dominican Republic","1992","1.44872454734291",""
"Dominican Republic","1991","1.35868296432993",""
"Dominican Republic","1990","1.27393750309691",""
"Ecuador","2011","2.34333293039883",""
"Ecuador","2010","2.2831554971538",""
"Ecuador","2009","2.34486431129927",""
"Ecuador","2008","2.05530263012284",""
"Ecuador","2007","2.19427914712494",""
"Ecuador","2006","2.05792304533325",""
"Ecuador","2005","2.17084761696757",""
"Ecuador","2004","2.11822102460542",""
"Ecuador","2003","1.99727398126147",""
"Ecuador","2002","1.89484522727135",""
"Ecuador","2001","1.83452298900802",""
"Ecuador","2000","1.67095600628959",""
"Ecuador","1999","1.73128311682393",""
"Ecuador","1998","1.84591562483859",""
"Ecuador","1997","1.54893468581031",""
"Ecuador","1996","2.06716214056561",""
"Ecuador","1995","2.01597827815974",""
"Ecuador","1994","1.23133309027332",""
"Ecuador","1993","2.23207845241289",""
"Ecuador","1992","2.10439143821838",""
"Ecuador","1991","1.59129628217589",""
"Ecuador","1990","1.66296659693846",""
"Egypt","2011","2.7809952395231",""
"Egypt","2010","2.62152319982253",""
"Egypt","2009","2.57986686633751",""
"Egypt","2008","2.6068602280387",""
"Egypt","2007","2.60465683375779",""
"Egypt","2006","2.44710313583005",""
"Egypt","2005","2.32952459119672",""
"Egypt","2004","2.13782355125749",""
"Egypt","2003","2.13104092483983",""
"Egypt","2002","1.86219817795768",""
"Egypt","2001","1.86672495965988",""
"Egypt","2000","2.13688338028919",""
"Egypt","1999","1.92622652844198",""
"Egypt","1998","1.90753178583451",""
"Egypt","1997","1.71493407724266",""
"Egypt","1996","1.64238101364132",""
"Egypt","1995","1.56491542519906",""
"Egypt","1994","1.41640569184444",""
"Egypt","1993","1.57072935694876",""
"Egypt","1992","1.39221167972047",""
"Egypt","1991","1.37165236197673",""
"Egypt","1990","1.3480322051304",""
"El Salvador","2011","1.06852340430565",""
"El Salvador","2010","1.0143200719823",""
"El Salvador","2009","1.04195612053011",""
"El Salvador","2008","1.06401712286013",""
"El Salvador","2007","1.13969552594892",""
"El Salvador","2006","1.1229514300542",""
"El Salvador","2005","1.06280438261564",""
"El Salvador","2004","1.05216520775757",""
"El Salvador","2003","1.086835498127",""
"El Salvador","2002","1.00519963357404",""
"El Salvador","2001","0.993747179547755",""
"El Salvador","2000","0.963705407503599",""
"El Salvador","1999","0.961157291456007",""
"El Salvador","1998","0.985950339761473",""
"El Salvador","1997","0.983882944911093",""
"El Salvador","1996","0.843061092693847",""
"El Salvador","1995","0.918661805392576",""
"El Salvador","1994","0.780193115468594",""
"El Salvador","1993","0.695097941479872",""
"El Salvador","1992","0.622130129929608",""
"El Salvador","1991","0.595475119961263",""
"El Salvador","1990","0.489919026627991",""
"Equatorial Guinea","2011","9.34168347309202",""
"Equatorial Guinea","2010","6.72122062665998",""
"Equatorial Guinea","2009","6.82634730538922",""
"Equatorial Guinea","2008","6.84332054253258",""
"Equatorial Guinea","2007","7.49890716021125",""
"Equatorial Guinea","2006","7.64650363545969",""
"Equatorial Guinea","2005","7.80603099819762",""
"Equatorial Guinea","2004","8.904935808718",""
"Equatorial Guinea","2003","10.5839870407632",""
"Equatorial Guinea","2002","9.03118431480652",""
"Equatorial Guinea","2001","5.78936459954508",""
"Equatorial Guinea","2000","0.8775114390973",""
"Equatorial Guinea","1999","0.941999605710428",""
"Equatorial Guinea","1998","0.346695660395197",""
"Equatorial Guinea","1997","0.622464395443975",""
"Equatorial Guinea","1996","0.257113997050761",""
"Equatorial Guinea","1995","0.298785276656806",""
"Equatorial Guinea","1994","0.0857771758326843",""
"Equatorial Guinea","1993","0.248377428414536",""
"Equatorial Guinea","1992","0.541390053174851",""
"Equatorial Guinea","1991","0.521934795998116",""
"Equatorial Guinea","1990","0.323687779355947",""
"Eritrea","2011","0.0877679065650045",""
"Eritrea","2010","0.0894209688322515",""
"Eritrea","2009","0.0923696029193818",""
"Eritrea","2008","0.0769896786849451",""
"Eritrea","2007","0.111209813111558",""
"Eritrea","2006","0.111429391964625",""
"Eritrea","2005","0.1578888708971",""
"Eritrea","2004","0.16505548575272",""
"Eritrea","2003","0.162338880450966",""
"Eritrea","2002","0.141315954685845",""
"Eritrea","2001","0.153774774728649",""
"Eritrea","2000","0.154523540443749",""
"Eritrea","1999","0.163283346296448",""
"Eritrea","1998","0.160940749928442",""
"Eritrea","1997","0.148313383532476",""
"Eritrea","1996","0.0981836523820039",""
"Eritrea","1995","0.0860845610027783",""
"Eritrea","1994","0.0664561653485081",""
"Estonia","2011","14.4074088951856",""
"Estonia","2010","14.1226037382184",""
"Estonia","2009","11.3165027456609",""
"Estonia","2008","13.3745441866547",""
"Estonia","2007","14.350900666952",""
"Estonia","2006","12.2752982994072",""
"Estonia","2005","12.6632254481131",""
"Estonia","2004","12.9260478043858",""
"Estonia","2003","12.7302339089166",""
"Estonia","2002","11.0825696718939",""
"Estonia","2001","11.4966366861794",""
"Estonia","2000","11.1127963417482",""
"Estonia","1999","11.1123312185988",""
"Estonia","1998","11.9151675422636",""
"Estonia","1997","13.1370095005909",""
"Estonia","1996","13.3178173508094",""
"Estonia","1995","11.7424777192556",""
"Estonia","1994","12.5546663342076",""
"Estonia","1993","12.5943106123494",""
"Estonia","1992","15.0974007983403",""
"Ethiopia","2011","0.0843803618184556",""
"Ethiopia","2010","0.0759964825189553",""
"Ethiopia","2009","0.0773269115907828",""
"Ethiopia","2008","0.0770937697702006",""
"Ethiopia","2007","0.0735308172573518",""
"Ethiopia","2006","0.0692269903140029",""
"Ethiopia","2005","0.0663425115574623",""
"Ethiopia","2004","0.070799011591625",""
"Ethiopia","2003","0.0687151819818139",""
"Ethiopia","2002","0.064062617408069",""
"Ethiopia","2001","0.0634038214769939",""
"Ethiopia","2000","0.0881423642867671",""
"Ethiopia","1999","0.078931029461281",""
"Ethiopia","1998","0.0805689237738971",""
"Ethiopia","1997","0.0705142570580982",""
"Ethiopia","1996","0.0636572237654007",""
"Ethiopia","1995","0.0376194776755184",""
"Ethiopia","1994","0.0534106976504129",""
"Ethiopia","1993","0.0567665495324241",""
"Ethiopia","1992","0.0575752569719731",""
"Ethiopia","1991","0.0600061318092116",""
"Ethiopia","1990","0.0628178171713925",""
"Faeroe Islands","2011","",""
"Faeroe Islands","2010","",""
"Faeroe Islands","2009","",""
"Faeroe Islands","2008","",""
"Faeroe Islands","2007","",""
"Faeroe Islands","2006","",""
"Faeroe Islands","2005","",""
"Faeroe Islands","2004","",""
"Faeroe Islands","2003","",""
"Faeroe Islands","2002","",""
"Faeroe Islands","2001","",""
"Faeroe Islands","2000","",""
"Faeroe Islands","1999","",""
"Faeroe Islands","1998","",""
"Faeroe Islands","1997","",""
"Faeroe Islands","1996","",""
"Faeroe Islands","1995","",""
"Faeroe Islands","1994","",""
"Faeroe Islands","1993","",""
"Faeroe Islands","1992","",""
"Faeroe Islands","1991","",""
"Faeroe Islands","1990","",""
"Falkland Islands (Malvinas)","2011","",""
"Falkland Islands (Malvinas)","2010","",""
"Falkland Islands (Malvinas)","2009","",""
"Falkland Islands (Malvinas)","2008","",""
"Falkland Islands (Malvinas)","2007","",""
"Falkland Islands (Malvinas)","2006","",""
"Falkland Islands (Malvinas)","2005","",""
"Falkland Islands (Malvinas)","2004","",""
"Falkland Islands (Malvinas)","2003","",""
"Falkland Islands (Malvinas)","2002","",""
"Falkland Islands (Malvinas)","2001","",""
"Falkland Islands (Malvinas)","2000","",""
"Falkland Islands (Malvinas)","1999","",""
"Falkland Islands (Malvinas)","1998","",""
"Falkland Islands (Malvinas)","1997","",""
"Falkland Islands (Malvinas)","1996","",""
"Falkland Islands (Malvinas)","1995","",""
"Falkland Islands (Malvinas)","1994","",""
"Falkland Islands (Malvinas)","1993","",""
"Falkland Islands (Malvinas)","1992","",""
"Falkland Islands (Malvinas)","1991","",""
"Falkland Islands (Malvinas)","1990","",""
"Fiji","2011","1.42383811429842",""
"Fiji","2010","1.50419785279103",""
"Fiji","2009","0.993663187011058",""
"Fiji","2008","1.27759284518238",""
"Fiji","2007","1.43977438136827",""
"Fiji","2006","1.64294495567954",""
"Fiji","2005","1.65854168591729",""
"Fiji","2004","1.38352859297065",""
"Fiji","2003","1.05447833152232",""
"Fiji","2002","1.02430544069921",""
"Fiji","2001","1.36831717196514",""
"Fiji","2000","1.06624185144527",""
"Fiji","1999","0.995310197469936",""
"Fiji","1998","0.879402859797956",""
"Fiji","1997","0.929351732068421",""
"Fiji","1996","1.14031914988524",""
"Fiji","1995","1.12054353670188",""
"Fiji","1994","1.06801547415054",""
"Fiji","1993","1.01034939987257",""
"Fiji","1992","0.970522879329339",""
"Fiji","1991","0.917736317156074",""
"Fiji","1990","1.12274778640166",""
"Finland","2011","10.162514631429",""
"Finland","2010","11.5215149227052",""
"Finland","2009","9.94920645435463",""
"Finland","2008","10.6418423040308",""
"Finland","2007","12.0903868875704",""
"Finland","2006","12.5669420558839",""
"Finland","2005","10.4158980079171",""
"Finland","2004","12.8322626302039",""
"Finland","2003","13.2605907335841",""
"Finland","2002","11.8614490162894",""
"Finland","2001","10.9960596184129",""
"Finland","2000","10.1279399793141",""
"Finland","1999","10.7309581434253",""
"Finland","1998","11.0588617350403",""
"Finland","1997","11.6584914083632",""
"Finland","1996","11.9552580841943",""
"Finland","1995","10.3193635066607",""
"Finland","1994","11.2500828172777",""
"Finland","1993","9.9581672499958",""
"Finland","1992","9.4287872366034",""
"Finland","1991","10.7197971166497",""
"Finland","1990","10.3765987761458",""
"France","2011","5.32862341848601",""
"France","2010","5.65289044119687",""
"France","2009","5.67079486845236",""
"France","2008","5.94275390313824",""
"France","2007","6.0265036932368",""
"France","2006","6.16809014191052",""
"France","2005","6.35609644349744",""
"France","2004","6.36696972127569",""
"France","2003","6.38275534945688",""
"France","2002","6.31046940432049",""
"France","2001","6.39514677626177",""
"France","2000","6.1483599337552",""
"France","1999","6.34118404362935",""
"France","1998","6.51273198293104",""
"France","1997","6.0170781174756",""
"France","1996","6.44632626041967",""
"France","1995","6.01832453187661",""
"France","1994","5.8501520912008",""
"France","1993","6.2508442115268",""
"France","1992","6.3799387419711",""
"France","1991","6.84134589930741",""
"France","1990","6.60793655386981",""
"French Guiana","2011","3.03197202289803",""
"French Guiana","2010","3.02980503441205",""
"French Guiana","2009","3.10606981147973",""
"French Guiana","2008","3.15060142377874",""
"French Guiana","2007","3.16408199435647",""
"French Guiana","2006","2.76152034497479",""
"French Guiana","2005","3.26746200683134",""
"French Guiana","2004","3.57493599051787",""
"French Guiana","2003","3.91658433686684",""
"French Guiana","2002","3.12679941816723",""
"French Guiana","2001","3.66915456169029",""
"French Guiana","2000","3.46712890849915",""
"French Guiana","1999","4.22566527713059",""
"French Guiana","1998","5.48013495699387",""
"French Guiana","1997","6.06316137566137",""
"French Guiana","1996","6.31381966470322",""
"French Guiana","1995","6.54628169967103",""
"French Guiana","1994","6.6470146869823",""
"French Guiana","1993","6.71498513592203",""
"French Guiana","1992","6.96221758116575",""
"French Guiana","1991","6.88426791277259",""
"French Guiana","1990","6.95557890959424",""
"French Polynesia","2011","3.16781234079314",""
"French Polynesia","2010","3.29676384458993",""
"French Polynesia","2009","3.28826880472624",""
"French Polynesia","2008","3.30602905541375",""
"French Polynesia","2007","3.23938685133334",""
"French Polynesia","2006","3.30089899934428",""
"French Polynesia","2005","3.33776933820875",""
"French Polynesia","2004","3.13093947444711",""
"French Polynesia","2003","3.21645958734348",""
"French Polynesia","2002","3.00804384733422",""
"French Polynesia","2001","3.05487077040402",""
"French Polynesia","2000","2.65828792035976",""
"French Polynesia","1999","2.50284603101015",""
"French Polynesia","1998","2.60116472545757",""
"French Polynesia","1997","2.67156981057863",""
"French Polynesia","1996","2.64219589387182",""
"French Polynesia","1995","2.65823420074349",""
"French Polynesia","1994","2.54768318965517",""
"French Polynesia","1993","2.95684644514732",""
"French Polynesia","1992","3.14412794917888",""
"French Polynesia","1991","3.15839025839026",""
"French Polynesia","1990","3.17953319554368",""
"Gabon","2011","1.40327621619112",""
"Gabon","2010","1.44208474112305",""
"Gabon","2009","1.41209751473681",""
"Gabon","2008","1.38732623750458",""
"Gabon","2007","1.37570644498918",""
"Gabon","2006","1.47416355075033",""
"Gabon","2005","1.57635822583393",""
"Gabon","2004","1.37465714020599",""
"Gabon","2003","1.09523415056771",""
"Gabon","2002","1.3837003760937",""
"Gabon","2001","1.41971116044863",""
"Gabon","2000","0.858756273831583",""
"Gabon","1999","1.20197438120809",""
"Gabon","1998","1.39886843402413",""
"Gabon","1997","3.11759415233882",""
"Gabon","1996","3.18841379708451",""
"Gabon","1995","3.57035272384326",""
"Gabon","1994","3.18363140357076",""
"Gabon","1993","3.2001718087404",""
"Gabon","1992","2.13303758523783",""
"Gabon","1991","1.51952877982271",""
"Gabon","1990","5.11681805170154",""
"Gambia","2011","0.243062400070088",""
"Gambia","2010","0.281465989146992",""
"Gambia","2009","0.267987732231511",""
"Gambia","2008","0.260271333549643",""
"Gambia","2007","0.258947591417845",""
"Gambia","2006","0.227591268845408",""
"Gambia","2005","0.224632783149061",""
"Gambia","2004","0.231832831154351",""
"Gambia","2003","0.233853003378449",""
"Gambia","2002","0.241348407819284",""
"Gambia","2001","0.22291071776779",""
"Gambia","2000","0.223804443619834",""
"Gambia","1999","0.215137665812061",""
"Gambia","1998","0.202444467255715",""
"Gambia","1997","0.191974878126259",""
"Gambia","1996","0.197414980883816",""
"Gambia","1995","0.203006157189424",""
"Gambia","1994","0.201642902622084",""
"Gambia","1993","0.20731034811087",""
"Gambia","1992","0.202128072220532",""
"Gambia","1991","0.208554375610203",""
"Gambia","1990","0.207986160724511",""
"Georgia","2011","1.81328559612604",""
"Georgia","2010","1.48813217842109",""
"Georgia","2009","1.42477561823847",""
"Georgia","2008","1.45433361843235",""
"Georgia","2007","1.4507016032482",""
"Georgia","2006","1.38315671142268",""
"Georgia","2005","1.13239050022501",""
"Georgia","2004","0.957502746230577",""
"Georgia","2003","0.826592387454112",""
"Georgia","2002","0.733108502095595",""
"Georgia","2001","0.805092380010636",""
"Georgia","2000","0.956254238613742",""
"Georgia","1999","0.904666405180425",""
"Georgia","1998","1.02048665445732",""
"Georgia","1997","0.901387489134054",""
"Georgia","1996","0.814954699277389",""
"Georgia","1995","0.45447227362638",""
"Georgia","1994","1.17987948208717",""
"Georgia","1993","1.89463550365316",""
"Georgia","1992","2.86877474570326",""
"Germany","2011","8.80000506436594",""
"Germany","2010","9.04264892455562",""
"Germany","2009","8.66843190394204",""
"Germany","2008","9.38063203228591",""
"Germany","2007","9.34001623665448",""
"Germany","2006","9.62314719142045",""
"Germany","2005","9.50998794336246",""
"Germany","2004","9.75221153913583",""
"Germany","2003","9.82702928851317",""
"Germany","2002","9.90344448167394",""
"Germany","2001","10.21329963831",""
"Germany","2000","9.93837074058615",""
"Germany","1999","9.85090130980891",""
"Germany","1998","10.2437974304316",""
"Germany","1997","10.3278179004782",""
"Germany","1996","10.6682529683496",""
"Germany","1995","10.3924641033668",""
"Germany","1994","10.4598691455758",""
"Germany","1993","10.6736789878973",""
"Germany","1992","10.927705833254",""
"Germany","1991","11.4773990911316",""
"Ghana","2011","0.406136030135485",""
"Ghana","2010","0.416379929176647",""
"Ghana","2009","0.325349735705157",""
"Ghana","2008","0.395417959190985",""
"Ghana","2007","0.436282907416826",""
"Ghana","2006","0.426384100186174",""
"Ghana","2005","0.327018232387771",""
"Ghana","2004","0.352699146274961",""
"Ghana","2003","0.375881441570912",""
"Ghana","2002","0.375108300907289",""
"Ghana","2001","0.358652796771039",""
"Ghana","2000","0.334071375382377",""
"Ghana","1999","0.356242080879655",""
"Ghana","1998","0.35631602057563",""
"Ghana","1997","0.364018680976097",""
"Ghana","1996","0.335321764017335",""
"Ghana","1995","0.323798339065515",""
"Ghana","1994","0.310384644902914",""
"Ghana","1993","0.293226019683459",""
"Ghana","1992","0.264744037418008",""
"Ghana","1991","0.268875008284555",""
"Ghana","1990","0.268720110538925",""
"Gibraltar","2011","",""
"Gibraltar","2010","",""
"Gibraltar","2009","",""
"Gibraltar","2008","",""
"Gibraltar","2007","",""
"Gibraltar","2006","",""
"Gibraltar","2005","",""
"Gibraltar","2004","",""
"Gibraltar","2003","",""
"Gibraltar","2002","",""
"Gibraltar","2001","",""
"Gibraltar","2000","",""
"Gibraltar","1999","",""
"Gibraltar","1998","",""
"Gibraltar","1997","",""
"Gibraltar","1996","",""
"Gibraltar","1995","",""
"Gibraltar","1994","",""
"Gibraltar","1993","",""
"Gibraltar","1992","",""
"Gibraltar","1991","",""
"Gibraltar","1990","",""
"Greece","2011","7.55922261847672",""
"Greece","2010","7.80533067554731",""
"Greece","2009","8.55115208851494",""
"Greece","2008","8.82516782589795",""
"Greece","2007","8.87750011656398",""
"Greece","2006","8.80211597108133",""
"Greece","2005","8.93665117923584",""
"Greece","2004","8.80354982582262",""
"Greece","2003","8.67842608157127",""
"Greece","2002","8.4950849591497",""
"Greece","2001","8.51776216522196",""
"Greece","2000","8.33870061235748",""
"Greece","1999","7.91365785253629",""
"Greece","1998","8.05297040965285",""
"Greece","1997","7.72756634155563",""
"Greece","1996","7.45850058298805",""
"Greece","1995","7.38223744446701",""
"Greece","1994","7.36904580278665",""
"Greece","1993","7.23666273288132",""
"Greece","1992","7.29467416322206",""
"Greece","1991","7.22789237835337",""
"Greece","1990","7.31054029717629",""
"Greenland","2011","",""
"Greenland","2010","",""
"Greenland","2009","",""
"Greenland","2008","",""
"Greenland","2007","",""
"Greenland","2006","",""
"Greenland","2005","",""
"Greenland","2004","",""
"Greenland","2003","",""
"Greenland","2002","",""
"Greenland","2001","",""
"Greenland","2000","",""
"Greenland","1999","",""
"Greenland","1998","",""
"Greenland","1997","",""
"Greenland","1996","",""
"Greenland","1995","",""
"Greenland","1994","",""
"Greenland","1993","",""
"Greenland","1992","",""
"Greenland","1991","",""
"Greenland","1990","",""
"Grenada","2011","2.40804575822753",""
"Grenada","2010","2.48724170543672",""
"Grenada","2009","2.42600866763826",""
"Grenada","2008","2.50507062309972",""
"Grenada","2007","2.3010348888846",""
"Grenada","2006","2.23727484020918",""
"Grenada","2005","2.10151431263417",""
"Grenada","2004","2.00040913740198",""
"Grenada","2003","2.11346208324786",""
"Grenada","2002","2.011302755169",""
"Grenada","2001","1.90822688489823",""
"Grenada","2000","1.8764416453454",""
"Grenada","1999","1.91590185427983",""
"Grenada","1998","1.73753726481215",""
"Grenada","1997","1.70431644004944",""
"Grenada","1996","1.56435771260764",""
"Grenada","1995","1.53625327920361",""
"Grenada","1994","1.43871915334547",""
"Grenada","1993","1.26831600577811",""
"Grenada","1992","1.2449563276098",""
"Grenada","1991","1.17854958270696",""
"Grenada","1990","1.14253370168041",""
"Guadeloupe","2011","3.84914237134486",""
"Guadeloupe","2010","3.79038750899535",""
"Guadeloupe","2009","3.81250246759229",""
"Guadeloupe","2008","3.83601955353498",""
"Guadeloupe","2007","3.86917455240126",""
"Guadeloupe","2006","3.82200442405631",""
"Guadeloupe","2005","3.86630470290059",""
"Guadeloupe","2004","4.16212657768092",""
"Guadeloupe","2003","4.6819514137247",""
"Guadeloupe","2002","4.67904427882508",""
"Guadeloupe","2001","4.87476311317021",""
"Guadeloupe","2000","4.87857633110503",""
"Guadeloupe","1999","3.77111051999069",""
"Guadeloupe","1998","3.66347742555235",""
"Guadeloupe","1997","3.74988948102231",""
"Guadeloupe","1996","3.74625674424544",""
"Guadeloupe","1995","3.76629743106293",""
"Guadeloupe","1994","3.74526502350591",""
"Guadeloupe","1993","3.66465869028121",""
"Guadeloupe","1992","3.62903045259114",""
"Guadeloupe","1991","3.49349298711437",""
"Guadeloupe","1990","3.36239379290818",""
"Guatemala","2011","0.765486709416698",""
"Guatemala","2010","0.792639525809437",""
"Guatemala","2009","0.891258181077859",""
"Guatemala","2008","0.838275399285787",""
"Guatemala","2007","0.948832217256569",""
"Guatemala","2006","0.963917775663863",""
"Guatemala","2005","0.982191936079093",""
"Guatemala","2004","0.93959499668494",""
"Guatemala","2003","0.870631820795029",""
"Guatemala","2002","0.943106331281557",""
"Guatemala","2001","0.925775835213291",""
"Guatemala","2000","0.884988044197422",""
"Guatemala","1999","0.816049716352159",""
"Guatemala","1998","0.818731205143722",""
"Guatemala","1997","0.727108963412697",""
"Guatemala","1996","0.651217181485797",""
"Guatemala","1995","0.717690080020145",""
"Guatemala","1994","0.700971301088783",""
"Guatemala","1993","0.593564261399101",""
"Guatemala","1992","0.646150748718312",""
"Guatemala","1991","0.555373220072114",""
"Guatemala","1990","0.572096825663032",""
"Guinea","2011","0.232605744911316",""
"Guinea","2010","0.228596768693144",""
"Guinea","2009","0.19904424025568",""
"Guinea","2008","0.193754472994697",""
"Guinea","2007","0.120445304538176",""
"Guinea","2006","0.120499893713243",""
"Guinea","2005","0.123301293574752",""
"Guinea","2004","0.143089150403838",""
"Guinea","2003","0.14581022210571",""
"Guinea","2002","0.146343563849004",""
"Guinea","2001","0.145932151315411",""
"Guinea","2000","0.146325665483057",""
"Guinea","1999","0.14794351435563",""
"Guinea","1998","0.146988354685304",""
"Guinea","1997","0.154256179549925",""
"Guinea","1996","0.157194334946189",""
"Guinea","1995","0.159553323628303",""
"Guinea","1994","0.163486336867733",""
"Guinea","1993","0.154673484573528",""
"Guinea","1992","0.159547429391459",""
"Guinea","1991","0.169154848419965",""
"Guinea","1990","0.175427936319468",""
"Guinea-Bissau","2011","0.151265093324336",""
"Guinea-Bissau","2010","0.1502277792344",""
"Guinea-Bissau","2009","0.151323259645175",""
"Guinea-Bissau","2008","0.149878701579516",""
"Guinea-Bissau","2007","0.15563918436312",""
"Guinea-Bissau","2006","0.148935847986348",""
"Guinea-Bissau","2005","0.149619244257008",""
